load_id,mileage,rate,rate_per_mile,origin,destination,company_name,contact_info,comments,registry_lookup_id,earliest_availability,latest_availability,created_date,modified_date
LS41mJr2,1545,10000.0,6.472491909385114,"Los Angeles, CA","Houston, TX",Eleart Inc,"{""email"": ""ilona@eleart.org""}","[{""comment"": ""424-738-5325 X 214 ROUND TRIP""}, {""comment"": ""Round Trip 1 DAY PAYMENT AVAILABLE""}]",S.350891.482035,2021-06-27 17:56:42,2021-06-28 06:59:59,2021-06-27 18:12:36,2021-06-27 18:12:36
LS41knM7,3011,10000.0,3.3211557622052474,"Los Angeles, CA","Boston, MA",CONCISE FREIGHT INC,"{""phone"": {""countryCode"": ""1"", ""number"": ""7028996301""}}","[{""comment"": ""ext330""}]",S.381679.512686,2021-06-27 15:00:00,2021-06-28 06:59:59,2021-06-27 20:48:36,2021-06-27 20:48:36
LS41mJr2,1545,10000.0,6.472491909385114,"Los Angeles, CA","Houston, TX",Eleart Inc,"{""email"": ""ilona@eleart.org""}","[{""comment"": ""424-738-5325 X 214 ROUND TRIP""}, {""comment"": ""Round Trip 1 DAY PAYMENT AVAILABLE""}]",S.350891.482035,2021-06-27 17:56:42,2021-06-28 06:59:59,2021-06-27 18:12:36,2021-06-27 18:12:36
LS41knM7,3011,10000.0,3.3211557622052474,"Los Angeles, CA","Boston, MA",CONCISE FREIGHT INC,"{""phone"": {""countryCode"": ""1"", ""number"": ""7028996301""}}","[{""comment"": ""ext330""}]",S.381679.512686,2021-06-27 15:00:00,2021-06-28 06:59:59,2021-06-27 20:48:36,2021-06-27 20:48:36
LS41knM7,3011,10000.0,3.3211557622052474,"Los Angeles, CA","Boston, MA",CONCISE FREIGHT INC,"{""phone"": {""countryCode"": ""1"", ""number"": ""7028996301""}}","[{""comment"": ""ext330""}]",S.381679.512686,2021-06-27 15:00:00,2021-06-28 06:59:59,2021-06-27 20:48:36,2021-06-27 20:48:36
LS41mJr2,1545,10000.0,6.472491909385114,"Los Angeles, CA","Houston, TX",Eleart Inc,"{""email"": ""ilona@eleart.org""}","[{""comment"": ""424-738-5325 X 214 ROUND TRIP""}, {""comment"": ""Round Trip 1 DAY PAYMENT AVAILABLE""}]",S.350891.482035,2021-06-27 17:56:42,2021-06-28 06:59:59,2021-06-27 18:12:36,2021-06-27 18:12:36
LS41mJr2,1545,10000.0,6.472491909385114,"Los Angeles, CA","Houston, TX",Eleart Inc,"{""email"": ""ilona@eleart.org""}","[{""comment"": ""424-738-5325 X 214 ROUND TRIP""}, {""comment"": ""Round Trip 1 DAY PAYMENT AVAILABLE""}]",S.350891.482035,2021-06-27 17:56:42,2021-06-28 06:59:59,2021-06-27 18:12:36,2021-06-27 18:12:36
LS41mGTe,3011,10000.0,3.3211557622052474,"Los Angeles, CA","Boston, MA",CONCISE FREIGHT INC,"{""phone"": {""number"": ""7028996301"", ""countryCode"": ""1""}}","[{""comment"": ""ext330""}]",S.381679.512686,2021-06-27 15:00:00,2021-06-28 06:59:59,2021-06-27 20:48:36,2021-06-27 20:48:36
LS41mGTe,3011,10000.0,3.3211557622052474,"Los Angeles, CA","Boston, MA",CONCISE FREIGHT INC,"{""phone"": {""number"": ""7028996301"", ""countryCode"": ""1""}}","[{""comment"": ""ext330""}]",S.381679.512686,2021-06-27 15:00:00,2021-06-28 06:59:59,2021-06-27 20:48:36,2021-06-27 20:48:36
LS41mGTe,3011,10000.0,3.3211557622052474,"Los Angeles, CA","Boston, MA",CONCISE FREIGHT INC,"{""phone"": {""countryCode"": ""1"", ""number"": ""7028996301""}}","[{""comment"": ""ext330""}]",S.381679.512686,2021-06-27 15:00:00,2021-06-28 06:59:59,2021-06-27 20:48:36,2021-06-27 20:48:36
LS41knM7,3011,10000.0,3.3211557622052474,"Los Angeles, CA","Boston, MA",CONCISE FREIGHT INC,"{""phone"": {""number"": ""7028996301"", ""countryCode"": ""1""}}","[{""comment"": ""ext330""}]",S.381679.512686,2021-06-27 15:00:00,2021-06-28 06:59:59,2021-06-27 20:48:36,2021-06-27 20:48:36
LS41mGTe,3011,10000.0,3.3211557622052474,"Los Angeles, CA","Boston, MA",CONCISE FREIGHT INC,"{""phone"": {""number"": ""7028996301"", ""countryCode"": ""1""}}","[{""comment"": ""ext330""}]",S.381679.512686,2021-06-27 15:00:00,2021-06-28 06:59:59,2021-06-27 20:48:36,2021-06-27 20:48:36
LS41knM7,3011,10000.0,3.3211557622052474,"Los Angeles, CA","Boston, MA",CONCISE FREIGHT INC,"{""phone"": {""number"": ""7028996301"", ""countryCode"": ""1""}}","[{""comment"": ""ext330""}]",S.381679.512686,2021-06-27 15:00:00,2021-06-28 06:59:59,2021-06-27 20:48:36,2021-06-27 20:48:36
LS41mGTe,3011,10000.0,3.3211557622052474,"Los Angeles, CA","Boston, MA",CONCISE FREIGHT INC,"{""phone"": {""countryCode"": ""1"", ""number"": ""7028996301""}}","[{""comment"": ""ext330""}]",S.381679.512686,2021-06-27 15:00:00,2021-06-28 06:59:59,2021-06-27 20:48:36,2021-06-27 20:48:36
LS41mGTe,3011,10000.0,3.3211557622052474,"Los Angeles, CA","Boston, MA",CONCISE FREIGHT INC,"{""phone"": {""countryCode"": ""1"", ""number"": ""7028996301""}}","[{""comment"": ""ext330""}]",S.381679.512686,2021-06-27 15:00:00,2021-06-28 06:59:59,2021-06-27 20:48:36,2021-06-27 20:48:36
LS41mGTe,3011,10000.0,3.3211557622052474,"Los Angeles, CA","Boston, MA",CONCISE FREIGHT INC,"{""phone"": {""number"": ""7028996301"", ""countryCode"": ""1""}}","[{""comment"": ""ext330""}]",S.381679.512686,2021-06-27 15:00:00,2021-06-28 06:59:59,2021-06-27 20:48:36,2021-06-27 20:48:36
LS41kqKz,2660,9000.0,3.3834586466165413,"Rancho Cucmnga, CA","Allentown, PA",Eleart Inc,"{""email"": ""arbi@eleart.org""}","[{""comment"": ""1p 1D""}]",S.350891.482035,2021-06-27 16:57:02,2021-06-28 06:59:59,2021-06-27 20:37:36,2021-06-27 20:37:36
LS41kqKz,2660,9000.0,3.3834586466165413,"Rancho Cucmnga, CA","Allentown, PA",Eleart Inc,"{""email"": ""arbi@eleart.org""}","[{""comment"": ""1p 1D""}]",S.350891.482035,2021-06-27 16:57:02,2021-06-28 06:59:59,2021-06-27 20:37:36,2021-06-27 20:37:36
LS41kqKz,2660,9000.0,3.3834586466165413,"Rancho Cucmnga, CA","Allentown, PA",Eleart Inc,"{""email"": ""arbi@eleart.org""}","[{""comment"": ""1p 1D""}]",S.350891.482035,2021-06-27 16:57:02,2021-06-28 06:59:59,2021-06-27 20:37:36,2021-06-27 20:37:36
LS41kqKz,2660,9000.0,3.3834586466165413,"Rancho Cucmnga, CA","Allentown, PA",Eleart Inc,"{""email"": ""arbi@eleart.org""}","[{""comment"": ""1p 1D""}]",S.350891.482035,2021-06-27 16:57:02,2021-06-28 06:59:59,2021-06-27 20:37:36,2021-06-27 20:37:36
LS41kqKz,2660,9000.0,3.3834586466165413,"Rancho Cucmnga, CA","Allentown, PA",Eleart Inc,"{""email"": ""arbi@eleart.org""}","[{""comment"": ""1p 1D""}]",S.350891.482035,2021-06-27 16:57:02,2021-06-28 06:59:59,2021-06-27 20:37:36,2021-06-27 20:37:36
LS41kqKz,2660,9000.0,3.3834586466165413,"Rancho Cucmnga, CA","Allentown, PA",Eleart Inc,"{""email"": ""arbi@eleart.org""}","[{""comment"": ""1p 1D""}]",S.350891.482035,2021-06-27 16:57:02,2021-06-28 06:59:59,2021-06-27 20:37:36,2021-06-27 20:37:36
LS41kqKz,2660,9000.0,3.3834586466165413,"Rancho Cucmnga, CA","Allentown, PA",Eleart Inc,"{""email"": ""arbi@eleart.org""}","[{""comment"": ""1p 1D""}]",S.350891.482035,2021-06-27 16:57:02,2021-06-28 06:59:59,2021-06-27 20:37:36,2021-06-27 20:37:36
LS41kqKz,2660,9000.0,3.3834586466165413,"Rancho Cucmnga, CA","Allentown, PA",Eleart Inc,"{""email"": ""arbi@eleart.org""}","[{""comment"": ""1p 1D""}]",S.350891.482035,2021-06-27 16:57:02,2021-06-28 06:59:59,2021-06-27 20:37:36,2021-06-27 20:37:36
LS41mEwA,2756,8600.0,3.1204644412191582,"Bell, CA","E Rutherford, NJ",Armstrong Transport Group Inc,"{""phone"": {""number"": ""7472377865""}}","[{""comment"": ""Must Have Air Ride and Vertical Etracks""}, {""comment"": ""Drop trailer  Sun pick up Monday""}]",S.505370.423385,2021-06-27 15:00:00,2021-06-28 06:59:59,2021-06-27 15:01:46,2021-06-27 15:01:46
LS41mEwA,2756,8600.0,3.1204644412191582,"Bell, CA","E Rutherford, NJ",Armstrong Transport Group Inc,"{""phone"": {""number"": ""7472377865""}}","[{""comment"": ""Must Have Air Ride and Vertical Etracks""}, {""comment"": ""Drop trailer  Sun pick up Monday""}]",S.505370.423385,2021-06-27 15:00:00,2021-06-28 06:59:59,2021-06-27 15:01:46,2021-06-27 15:01:46
LS41mEwA,2756,8600.0,3.1204644412191582,"Bell, CA","E Rutherford, NJ",Armstrong Transport Group Inc,"{""phone"": {""number"": ""7472377865""}}","[{""comment"": ""Must Have Air Ride and Vertical Etracks""}, {""comment"": ""Drop trailer  Sun pick up Monday""}]",S.505370.423385,2021-06-27 15:00:00,2021-06-28 06:59:59,2021-06-27 15:01:46,2021-06-27 15:01:46
LS41mEwA,2756,8600.0,3.1204644412191582,"Bell, CA","E Rutherford, NJ",Armstrong Transport Group Inc,"{""phone"": {""number"": ""7472377865""}}","[{""comment"": ""Must Have Air Ride and Vertical Etracks""}, {""comment"": ""Drop trailer  Sun pick up Monday""}]",S.505370.423385,2021-06-27 15:00:00,2021-06-28 06:59:59,2021-06-27 15:01:46,2021-06-27 15:01:46
LS41mEwA,2756,8600.0,3.1204644412191582,"Bell, CA","E Rutherford, NJ",Armstrong Transport Group Inc,"{""phone"": {""number"": ""7472377865""}}","[{""comment"": ""Must Have Air Ride and Vertical Etracks""}, {""comment"": ""Drop trailer  Sun pick up Monday""}]",S.505370.423385,2021-06-27 15:00:00,2021-06-28 06:59:59,2021-06-27 15:01:46,2021-06-27 15:01:46
LS41mEwA,2756,8600.0,3.1204644412191582,"Bell, CA","E Rutherford, NJ",Armstrong Transport Group Inc,"{""phone"": {""number"": ""7472377865""}}","[{""comment"": ""Must Have Air Ride and Vertical Etracks""}, {""comment"": ""Drop trailer  Sun pick up Monday""}]",S.505370.423385,2021-06-27 15:00:00,2021-06-28 06:59:59,2021-06-27 15:01:46,2021-06-27 15:01:46
LS41mEwA,2756,8600.0,3.1204644412191582,"Bell, CA","E Rutherford, NJ",Armstrong Transport Group Inc,"{""phone"": {""number"": ""7472377865""}}","[{""comment"": ""Must Have Air Ride and Vertical Etracks""}, {""comment"": ""Drop trailer  Sun pick up Monday""}]",S.505370.423385,2021-06-27 15:00:00,2021-06-28 06:59:59,2021-06-27 15:01:46,2021-06-27 15:01:46
LS41mEwA,2756,8600.0,3.1204644412191582,"Bell, CA","E Rutherford, NJ",Armstrong Transport Group Inc,"{""phone"": {""number"": ""7472377865""}}","[{""comment"": ""Must Have Air Ride and Vertical Etracks""}, {""comment"": ""Drop trailer  Sun pick up Monday""}]",S.505370.423385,2021-06-27 15:00:00,2021-06-28 06:59:59,2021-06-27 15:01:46,2021-06-27 15:01:46
LS41ks1F,2390,8500.0,3.5564853556485354,"Moreno Valley, CA","Charlotte, NC",Liberty Commercial LLC,"{""email"": ""oksana@libertycommercialllc.com""}","[{""comment"": ""drop trailer 24 hour""}]",S.170313.297822,2021-06-27 15:00:00,2021-06-28 06:59:59,2021-06-28 03:34:36,2021-06-28 03:34:36
LS41ks1F,2390,8500.0,3.5564853556485354,"Moreno Valley, CA","Charlotte, NC",Liberty Commercial LLC,"{""email"": ""oksana@libertycommercialllc.com""}","[{""comment"": ""drop trailer 24 hour""}]",S.170313.297822,2021-06-27 15:00:00,2021-06-28 06:59:59,2021-06-28 03:34:36,2021-06-28 03:34:36
LS41ks1F,2390,8500.0,3.5564853556485354,"Moreno Valley, CA","Charlotte, NC",Liberty Commercial LLC,"{""email"": ""oksana@libertycommercialllc.com""}","[{""comment"": ""drop trailer 24 hour""}]",S.170313.297822,2021-06-27 15:00:00,2021-06-28 06:59:59,2021-06-28 03:34:36,2021-06-28 03:34:36
LS41ks1F,2390,8500.0,3.5564853556485354,"Moreno Valley, CA","Charlotte, NC",Liberty Commercial LLC,"{""email"": ""oksana@libertycommercialllc.com""}","[{""comment"": ""drop trailer 24 hour""}]",S.170313.297822,2021-06-27 15:00:00,2021-06-28 06:59:59,2021-06-28 03:34:36,2021-06-28 03:34:36
LS41ks1F,2390,8500.0,3.5564853556485354,"Moreno Valley, CA","Charlotte, NC",Liberty Commercial LLC,"{""email"": ""oksana@libertycommercialllc.com""}","[{""comment"": ""drop trailer 24 hour""}]",S.170313.297822,2021-06-27 15:00:00,2021-06-28 06:59:59,2021-06-28 03:34:36,2021-06-28 03:34:36
LS41ks1F,2390,8500.0,3.5564853556485354,"Moreno Valley, CA","Charlotte, NC",Liberty Commercial LLC,"{""email"": ""oksana@libertycommercialllc.com""}","[{""comment"": ""drop trailer 24 hour""}]",S.170313.297822,2021-06-27 15:00:00,2021-06-28 06:59:59,2021-06-28 03:34:36,2021-06-28 03:34:36
LS41ks1F,2390,8500.0,3.5564853556485354,"Moreno Valley, CA","Charlotte, NC",Liberty Commercial LLC,"{""email"": ""oksana@libertycommercialllc.com""}","[{""comment"": ""drop trailer 24 hour""}]",S.170313.297822,2021-06-27 15:00:00,2021-06-28 06:59:59,2021-06-28 03:34:36,2021-06-28 03:34:36
LS41ks1F,2390,8500.0,3.5564853556485354,"Moreno Valley, CA","Charlotte, NC",Liberty Commercial LLC,"{""email"": ""oksana@libertycommercialllc.com""}","[{""comment"": ""drop trailer 24 hour""}]",S.170313.297822,2021-06-27 15:00:00,2021-06-28 06:59:59,2021-06-28 03:34:36,2021-06-28 03:34:36
LS41mJR6,2608,8300.0,3.182515337423313,"Pomona, CA","Addison, NY",Eleart Inc,"{""phone"": {""number"": ""4247385325""}}","[{""comment"": ""EXT 533 or arbi@eleart.org""}]",S.350891.482035,2021-06-27 16:56:22,2021-06-28 06:59:59,2021-06-27 20:37:36,2021-06-27 20:37:36
LS41mJR6,2608,8300.0,3.182515337423313,"Pomona, CA","Addison, NY",Eleart Inc,"{""phone"": {""number"": ""4247385325""}}","[{""comment"": ""EXT 533 or arbi@eleart.org""}]",S.350891.482035,2021-06-27 16:56:22,2021-06-28 06:59:59,2021-06-27 20:37:36,2021-06-27 20:37:36
LS41mJR6,2608,8300.0,3.182515337423313,"Pomona, CA","Addison, NY",Eleart Inc,"{""phone"": {""number"": ""4247385325""}}","[{""comment"": ""EXT 533 or arbi@eleart.org""}]",S.350891.482035,2021-06-27 16:56:22,2021-06-28 06:59:59,2021-06-27 20:37:36,2021-06-27 20:37:36
LS41mJR6,2608,8300.0,3.182515337423313,"Pomona, CA","Addison, NY",Eleart Inc,"{""phone"": {""number"": ""4247385325""}}","[{""comment"": ""EXT 533 or arbi@eleart.org""}]",S.350891.482035,2021-06-27 16:56:22,2021-06-28 06:59:59,2021-06-27 20:37:36,2021-06-27 20:37:36
LS41mJR6,2608,8300.0,3.182515337423313,"Pomona, CA","Addison, NY",Eleart Inc,"{""phone"": {""number"": ""4247385325""}}","[{""comment"": ""EXT 533 or arbi@eleart.org""}]",S.350891.482035,2021-06-27 16:56:22,2021-06-28 06:59:59,2021-06-27 20:37:36,2021-06-27 20:37:36
LS41mJR6,2608,8300.0,3.182515337423313,"Pomona, CA","Addison, NY",Eleart Inc,"{""phone"": {""number"": ""4247385325""}}","[{""comment"": ""EXT 533 or arbi@eleart.org""}]",S.350891.482035,2021-06-27 16:56:22,2021-06-28 06:59:59,2021-06-27 20:37:36,2021-06-27 20:37:36
LS41mJR6,2608,8300.0,3.182515337423313,"Pomona, CA","Addison, NY",Eleart Inc,"{""phone"": {""number"": ""4247385325""}}","[{""comment"": ""EXT 533 or arbi@eleart.org""}]",S.350891.482035,2021-06-27 16:56:22,2021-06-28 06:59:59,2021-06-27 20:37:36,2021-06-27 20:37:36
LS41mJR6,2608,8300.0,3.182515337423313,"Pomona, CA","Addison, NY",Eleart Inc,"{""phone"": {""number"": ""4247385325""}}","[{""comment"": ""EXT 533 or arbi@eleart.org""}]",S.350891.482035,2021-06-27 16:56:22,2021-06-28 06:59:59,2021-06-27 20:37:36,2021-06-27 20:37:36
LS41krvs,2390,8250.0,3.4518828451882846,"Moreno Valley, CA","Charlotte, NC",Liberty Commercial LLC,"{""email"": ""libertycommercialllc@gmail.com""}","[{""comment"": ""drop trailer at the shipper 24-34 hours. 1pick/1drop.""}]",S.170313.297822,2021-06-27 15:00:00,2021-06-28 06:59:59,2021-06-27 23:37:36,2021-06-27 23:37:36
LS41krvs,2390,8250.0,3.4518828451882846,"Moreno Valley, CA","Charlotte, NC",Liberty Commercial LLC,"{""email"": ""libertycommercialllc@gmail.com""}","[{""comment"": ""drop trailer at the shipper 24-34 hours. 1pick/1drop.""}]",S.170313.297822,2021-06-27 15:00:00,2021-06-28 06:59:59,2021-06-27 23:37:36,2021-06-27 23:37:36
LS41krvs,2390,8250.0,3.4518828451882846,"Moreno Valley, CA","Charlotte, NC",Liberty Commercial LLC,"{""email"": ""libertycommercialllc@gmail.com""}","[{""comment"": ""drop trailer at the shipper 24-34 hours. 1pick/1drop.""}]",S.170313.297822,2021-06-27 15:00:00,2021-06-28 06:59:59,2021-06-27 23:37:36,2021-06-27 23:37:36
LS41krvs,2390,8250.0,3.4518828451882846,"Moreno Valley, CA","Charlotte, NC",Liberty Commercial LLC,"{""email"": ""libertycommercialllc@gmail.com""}","[{""comment"": ""drop trailer at the shipper 24-34 hours. 1pick/1drop.""}]",S.170313.297822,2021-06-27 15:00:00,2021-06-28 06:59:59,2021-06-27 23:37:36,2021-06-27 23:37:36
LS41krvs,2390,8250.0,3.4518828451882846,"Moreno Valley, CA","Charlotte, NC",Liberty Commercial LLC,"{""email"": ""libertycommercialllc@gmail.com""}","[{""comment"": ""drop trailer at the shipper 24-34 hours. 1pick/1drop.""}]",S.170313.297822,2021-06-27 15:00:00,2021-06-28 06:59:59,2021-06-27 23:37:36,2021-06-27 23:37:36
LS41krvs,2390,8250.0,3.4518828451882846,"Moreno Valley, CA","Charlotte, NC",Liberty Commercial LLC,"{""email"": ""libertycommercialllc@gmail.com""}","[{""comment"": ""drop trailer at the shipper 24-34 hours. 1pick/1drop.""}]",S.170313.297822,2021-06-27 15:00:00,2021-06-28 06:59:59,2021-06-27 23:37:36,2021-06-27 23:37:36
LS41krvs,2390,8250.0,3.4518828451882846,"Moreno Valley, CA","Charlotte, NC",Liberty Commercial LLC,"{""email"": ""libertycommercialllc@gmail.com""}","[{""comment"": ""drop trailer at the shipper 24-34 hours. 1pick/1drop.""}]",S.170313.297822,2021-06-27 15:00:00,2021-06-28 06:59:59,2021-06-27 23:37:36,2021-06-27 23:37:36
LS41krvs,2390,8250.0,3.4518828451882846,"Moreno Valley, CA","Charlotte, NC",Liberty Commercial LLC,"{""email"": ""libertycommercialllc@gmail.com""}","[{""comment"": ""drop trailer at the shipper 24-34 hours. 1pick/1drop.""}]",S.170313.297822,2021-06-27 15:00:00,2021-06-28 06:59:59,2021-06-27 23:37:36,2021-06-27 23:37:36
LS41krz7,2390,8000.0,3.3472803347280333,"Moreno Valley, CA","Charlotte, NC",Liberty Commercial LLC,"{""phone"": {""number"": ""8284140707"", ""countryCode"": ""1"", ""extension"": ""101""}}","[{""comment"": ""anthony@libertycommercialllc.com""}]",S.170313.297822,2021-06-27 15:00:00,2021-06-28 06:59:59,2021-06-28 01:30:36,2021-06-28 01:30:36
LS41mKwB,2390,8000.0,3.3472803347280333,"Moreno Valley, CA","Charlotte, NC",Liberty Commercial LLC,"{""phone"": {""countryCode"": ""1"", ""number"": ""8284140707"", ""extension"": ""101""}}","[{""comment"": ""anthony@libertycommercialllc.com""}]",S.170313.297822,2021-06-27 15:00:00,2021-06-28 06:59:59,2021-06-28 01:30:36,2021-06-28 01:30:36
LS41mKwB,2390,8000.0,3.3472803347280333,"Moreno Valley, CA","Charlotte, NC",Liberty Commercial LLC,"{""phone"": {""extension"": ""101"", ""number"": ""8284140707"", ""countryCode"": ""1""}}","[{""comment"": ""anthony@libertycommercialllc.com""}]",S.170313.297822,2021-06-27 15:00:00,2021-06-28 06:59:59,2021-06-28 01:30:36,2021-06-28 01:30:36
LS41mL2G,2390,8000.0,3.3472803347280333,"Moreno Valley, CA","Charlotte, NC",Liberty Commercial LLC,"{""phone"": {""number"": ""8284140707"", ""countryCode"": ""1"", ""extension"": ""101""}}","[{""comment"": ""anthony@libertycommercialllc.com""}]",S.170313.297822,2021-06-27 15:00:00,2021-06-28 06:59:59,2021-06-28 01:30:36,2021-06-28 01:30:36
LS41kqKa,2803,8000.0,2.8540849090260436,"Los Angeles, CA","New York, NY",Eleart Inc,"{""phone"": {""number"": ""4247385325""}}","[{""comment"": ""1P1D""}, {""comment"": ""arbi@eleart.org""}]",S.350891.482035,2021-06-27 16:56:24,2021-06-28 06:59:59,2021-06-27 20:37:36,2021-06-27 20:37:36
